id,created,modified,object_pk,comment,is_removed,is_censored,content_type_id,creator_id,comment_categories,last_discussed,is_moderator_marked,is_blocked,is_reviewed,project_id
245,"2024-04-21 14:48:00.129542",,34,"Wir brauchen keine gesetzliche Neuregelung. Jeder Schwerstkranke kann sich auch heute schon selbst für den Tod entscheiden, er darf ja Nahrung verweigern. Es geht also nicht um das freiwillige Sterben, denn das war schon immer möglich.",0,0,125,22,"","2024-05-09 16:40:34.265803",0,0,0,15
246,"2024-04-21 14:48:23.301956",,35,"Wir brauchen keine gesetzliche Neuregelung. Jeder Schwerstkranke kann sich auch heute schon selbst für den Tod entscheiden, er darf ja Nahrung verweigern. Es geht also nicht um das freiwillige Sterben, denn das war schon immer möglich.",0,0,125,22,"","2024-05-07 11:41:50.110693",0,0,0,15
247,"2024-04-21 14:49:07.696280",,32,"Ich bin gegen aktive Sterbehilfe, weil ich es nicht unterstütze, dass wir Menschen dabei helfen, sich das Leben zu nehmen.",0,0,124,23,"","2024-05-02 11:12:24.938936",0,0,0,15
248,"2024-04-21 14:49:27.770661",,33,"Ich bin gegen aktive Sterbehilfe, weil ich es nicht unterstütze, dass wir Menschen dabei helfen, sich das Leben zu nehmen.",0,0,124,23,"",,0,0,0,15
249,"2024-04-21 14:49:45.974676",,34,"Ich bin gegen aktive Sterbehilfe, weil ich es nicht unterstütze, dass wir Menschen dabei helfen, sich das Leben zu nehmen.",0,0,125,23,"","2024-05-03 18:30:48.171797",0,0,0,15
250,"2024-04-21 14:50:04.382768",,35,"Ich bin gegen aktive Sterbehilfe, weil ich es nicht unterstütze, dass wir Menschen dabei helfen, sich das Leben zu nehmen.",0,0,125,23,"","2024-05-06 09:08:55.710658",0,0,0,15
279,"2024-05-02 03:08:39.853741",,32,"Ich bin gegen eine aktive Sterbehilfe. :-(",0,0,124,103,"","2024-05-02 11:11:03.965861",0,0,0,15
280,"2024-05-02 03:08:46.179756",,33,"Ich bin dafür. Natürlich nicht für jeden, aber Patientin die unheilbar krank und stark leiden auf Grund von Schmerzen sollten das Recht haben!",0,0,124,144,"","2024-05-02 04:24:46.186642",0,0,0,15
281,"2024-05-02 03:15:43.265159",,250,"Ich befürworte die aktive Sterbehilfe!",0,0,76,309,"",,0,0,0,15
282,"2024-05-02 03:20:50.272954",,33,"Ich bin für aktive Sterbehilfe. Wenn der Tod unabdingbar ist durch schwere Erkrankung und das Leben nicht mehr lebenswert ist, sollte jeder das Recht haben, aus dem Leben zu scheiden.",0,0,124,174,"",,0,0,0,15
283,"2024-05-02 03:21:16.969596",,250,"Das kann doch nach  wie vor jeder für sich entscheiden, dazu braucht es keine gesetzliche Vorlage.... Suizid hat es schon immer gegeben...",0,0,76,309,"",,0,0,0,15
284,"2024-05-02 03:24:02.058976",,32,"Ich bin für eine aktive Sterbehilfe, denn hier möchte niemand sterben, nur weil das Wetter so schlecht ist. Es geht um todkranke, unheilbare Menschen. Es ist deren letzter Wunsch.",0,0,124,97,"","2024-05-04 14:03:17.856033",0,0,0,15
285,"2024-05-02 03:25:26.509385",,33,"Ich bin dafür und es sollte akzeptiert werden, welche Entscheidung man trifft. In der Schweiz funkt. es auch ohne Probleme. Ethisches Denken  ... wenn Menschen leiden soll es ihnen rechtlich gestattet sein zu gehen. Denkt man an die Tiere, sie werden ohne viel Diskussionen eingeschläfert, um nicht weiter leiden zu müssen. Daher bin ich seit vielen Jahren für die Sterbehilfe...",0,0,124,117,"","2024-05-03 08:13:04.576998",0,0,0,15
286,"2024-05-02 03:32:56.423807",,279,"Darf ich fragen, warum du dagegen bist?",0,0,76,81,"",,0,0,0,15
287,"2024-05-02 03:34:18.042101",,32,"Ich bin für eine aktive Sterbehilfe, da es leider genug Menschen gibt, deren Krankheiten unheilbar und schmerzhaft sind, sodass ihr Leiden unnötigerweise verlängert wird, wenn man sie zum weiterleben zwingt.",0,0,124,81,"","2024-05-04 13:56:09.649605",0,0,0,15
288,"2024-05-02 03:36:32.510345",,243,"Ich finde nicht, dass das ein überzeugendes Argument ist. Langsames, qualvolles Verhungern als Sterbehilfe zu bezeichnen, wenn es eine tatsächliche Hilfe für diese Menschen gäbe, klingt einfach nur grausam und herzlos.",0,0,76,81,"",,0,0,0,15
289,"2024-05-02 03:41:08.323496",,32,"Ich unterstütze Sterbehilfe, aber nur in ganz besonderen Fällen und unter strengen Bedingungen, denn es gibt immer Hoffnung auf Leben und Genesung ...
In einigen Fällen sind die mit der Krankheit verbundenen Schmerzen jedoch sehr stark ..",0,0,124,98,"","2024-05-02 11:07:25.806880",0,0,0,15
290,"2024-05-02 03:50:30.365281",,34,"Ich bin für aktive sterbehilfe, allerdings nur für Menschen die Schwerkraft sind. Allerdings muss sie geistig zurechnungsfähig sein",0,0,125,226,"","2024-05-02 03:52:45.892852",0,0,0,15
291,"2024-05-02 03:52:45.892852",,290,"Die Konfrontation mit dem nahenden Sterben ist für schwerkranke Menschen oft geprägt von Angst vor Schmerz und der Sorge vor der Abhängigkeit von anderen Menschen.",0,0,76,242,"",,0,0,0,15
292,"2024-05-02 04:04:41.794695",,34,"Ich bin nicht fuer aktive Sterbehilfe per
Gesetz
Im Ausnahmefall sollte es moeglich sein, fuer Menschen, fuer die es medizinisch keine Hilfe mehr gibt",0,0,125,204,"","2024-05-03 18:59:39.695593",0,0,0,15
293,"2024-05-02 04:09:01.342882",,245,"Jeder der, jede die die Kraft aufbringt aktiv keinerlei Nahrung mehr zu sich zu nehmen zolle ich meinen aufrichtigen Respekt. Was jedoch bitte mit denen welche nicht über so viel Willensstärke Verfügen? Seit bereits Februar 2020 hat das Bundesverfassungsgericht die Regierung der BRD zu einer gesetzlichen Neuregelung aufgefordert.",0,0,76,241,"",,0,0,0,15
294,"2024-05-02 04:09:03.172389",,245,"Jeder der, jede die die Kraft aufbringt aktiv keinerlei Nahrung mehr zu sich zu nehmen zolle ich meinen aufrichtigen Respekt. Was jedoch bitte mit denen welche nicht über so viel Willensstärke Verfügen? Seit bereits Februar 2020 hat das Bundesverfassungsgericht die Regierung der BRD zu einer gesetzlichen Neuregelung aufgefordert.",0,0,76,241,"",,0,0,0,15
295,"2024-05-02 04:09:05.688557",,245,"Jeder der, jede die die Kraft aufbringt aktiv keinerlei Nahrung mehr zu sich zu nehmen zolle ich meinen aufrichtigen Respekt. Was jedoch bitte mit denen welche nicht über so viel Willensstärke Verfügen? Seit bereits Februar 2020 hat das Bundesverfassungsgericht die Regierung der BRD zu einer gesetzlichen Neuregelung aufgefordert.",0,0,76,241,"",,0,0,0,15
296,"2024-05-02 04:09:17.960367",,292,"Die Sterbehilfe ermöglicht Menschen eine eigene Entscheidung über das Ableben zu treffen. Gerade Sterbenskranke fühlen sich oft entmündigt, wenn sie nicht selbst bestimmen dürfen, wann ihr Leid ein Ende finden soll.",0,0,76,263,"",,0,0,0,15
297,"2024-05-02 04:15:45.850750",,34,"Hallo Zusammen !
Ja bitte, den aktive Sterbehilfe stellt nach meinem Verständnis das Recht auf den eigenen Willen zur Leidensverkürzung dar. Wer nicht den Mut zum sich selber Umzubringen aufbringt, soll doch nicht im Stich gelassen werden. Nicht alle können grenzenloses Leiden verkraften.",0,0,125,241,"","2024-05-02 20:10:50.370682",0,0,0,15
298,"2024-05-02 04:18:56.823038",,33,"Sehr interessantes Thema, bei dem man leicht je nach Situation verschiedener Ansicht sein kann.",0,0,124,127,"",,0,0,0,15
299,"2024-05-02 04:24:46.186642",,280,"Was ist mit Patienten,  die psychisch schwer erkrankt sind?",0,0,76,174,"",,0,0,0,15
300,"2024-05-02 04:25:35.143808",,33,"NEIN. Es sollte den Menschen nicht erlaubt sein, Sterbehilfe zu leisten, und die Regierung sollte kein Gesetz erlassen, das ein solches Verbrechen erlaubt",0,0,124,156,"","2024-05-03 18:03:03.660437",0,0,0,15
301,"2024-05-02 04:27:04.206292",,32,"Ich glaube, dass Sterbehilfe eine schlechte Sache ist und dass diese Entscheidung eine gründliche Auseinandersetzung erfordert, bevor man sie trifft",0,0,124,102,"","2024-05-02 11:05:54.812177",0,0,0,15
302,"2024-05-02 04:43:56.798649",,33,"Ich denke, wenn keine medizinische Behandlung mehr möglich ist, und wirklich jede erdenkliche Möglichkeit ausgeschöpft wurde, wäre es, sofern derjenige das möchte sinnvoll anstatt ihn oder sie weiterhin unnötig leiden zu lassen.",0,0,124,110,"",,0,0,0,15
303,"2024-05-02 04:57:04.210930",,32,"Meiner Meinung nach sollte jeder Mensch frei entscheiden dürfen, ob er/sie Sterbehilfe in Anspruch nehmen möchte, insbesondere wenn keinerlei Aussicht auf Wiederherstellung der körperlichen  Gesundheit besteht.  In anderen Ländern geht es doch auch, Deutschland orientiert sich doch gerne in anderen Bereichen an an anderen Ländern (z.B. Bildung, Digitalisierung etc.).",0,0,124,60,"",,0,0,0,15
304,"2024-05-02 05:11:02.657156",,32,"Unter bestimmten Voraussetzungen befürworte ich die Sterbehilfe. So kann bestimmten Personen und deren Angehörigen Leid erspart werden.",0,0,124,37,"","2024-05-02 11:04:45.634596",0,0,0,15
305,"2024-05-02 05:13:24.413538",,34,"Nein, denn dann wird der Druck der Angehörigen noch größer",0,0,125,185,"","2024-05-09 07:04:27.395010",0,0,0,15
306,"2024-05-02 05:26:28.853520",,32,"Die Gefahr liege darin, dass beispielsweise alte Menschen, die ihren Angehörigen oder dem System nicht zur Last fallen wollen, dann lieber den Tod wählen und vielleicht sogar glauben, es wird von ihnen erwartet. Schwieriges Thema.",0,0,124,49,"","2024-05-04 13:54:54.335651",0,0,0,15
307,"2024-05-02 05:29:26.296033",,34,"Ich bin dafür, wenn ein Mensch, bei klarem Verstand ist, aber die unheilbare Krankheit fortschreitet, die Schmerzen  auch bei stärksten Schmerzmitteln nicht beherrschbar sind.",0,0,125,211,"",,0,0,0,15
308,"2024-05-02 05:52:00.793774",,33,"Sterbehilfe muss unbedingt straffrei sein. Es gibt Situationen bei denen das Bereitstellen eines Hilfsmittels nicht ausreicht. 
Und: es ist  m e i n   Körper, über den ich bestimme!",0,0,124,128,"",,0,0,0,15
309,"2024-05-02 05:53:44.583871",,35,"Dies ist ein sehr schwerwiegendes Thema, dass kein richtig oder falsch gibt. Grundsätzlich sollte meiner Meinung nach eine aktive Sterbehilfe für sehr schwer erkrankte Personen erlaubt werden. Man muss jedoch auch abwägen in wieweit ein sozialer Druck auf einzelne entstehen kann eine aktive Sterbehilfe in Anspruch zunehmen, damit man der Gesellschaft (Familie) zur Last fällt",0,0,125,296,"","2024-05-10 12:05:13.863385",0,0,0,15
310,"2024-05-02 05:54:32.168239",,292,"Rauschgift wird freigegeben aber um sich von unendlichen Leiden zu erlösen muss man illegal im Darknet agieren oder ins Ausland gehen. Was für eine Doppelmoral der Ampelregierung?",0,0,76,187,"",,0,0,0,15
311,"2024-05-02 05:59:19.168820",,32,"Es gibt keine neuen Regeln. Auch heute noch kann jeder Mensch sterben, der schwer erkrankt; Er darf das Essen verweigern. Es geht also nicht um den freiwilligen Tod, denn Sterbehilfe ist unter Berücksichtigung der Bestimmungen immer möglich",0,0,124,43,"","2024-05-02 07:22:21.698144",0,0,0,15
312,"2024-05-02 06:04:21.897141",,250,"Ich stimme dieser Meinung zu",0,0,76,273,"",,0,0,0,15
313,"2024-05-02 06:04:52.312473",,34,"Ich persönlich bin für die aktive Sterbehilfe, sollte man tatsächlich klar bei Sinne sein dann würde ich es gesetzlich erlauben wollen. Allerdings sollten so ein Schritt sehr gut überlegt sein. Wenn der Leidensdruck so groß ist wäre das aufjedenfall eine Option.",0,0,125,201,"",,0,0,0,15
314,"2024-05-02 06:05:45.890271",,35,"Ich bin gegen aktive Sterbehilfe, weil ich es nicht unterstütze, dass wir Menschen dabei helfen, sich das Leben zu nehmen.",0,0,125,273,"","2024-05-08 05:19:41.110773",0,0,0,15
315,"2024-05-02 06:08:08.221260",,34,"Auch ich bin dafür, dass die aktive Sterbehilfe gesetzlich erlaubt wird. Menschen für die es keinen Ausweg mehr gibt, egal ob körperlich oder seelisch sollten die Möglichkeit haben, so aus dem Leben zu gehen, wie sie es wollen und sich dabei auch Hilfe zu holen. All das sollte natürlich nur unter bestimmten und vor allem kontrollierten Vorraussetzungen möglich sein (klarer Verstand, psychologische Betreuung...).",0,0,125,189,"",,0,0,0,15
316,"2024-05-02 06:10:41.937128",,309,"Das ist ein Verbrechen.  Die Familie soll sich im Krankheitsfall gegenseitig helfen",0,0,76,273,"",,0,0,0,15
317,"2024-05-02 06:11:57.371103",,245,"Das würde aber auch bedeuteten, dass eventuell ein Mensch, der sowie so schon sehr viel Leiden muss, noch mehr ertragen soll. Auch für Angehörige ist sowas nur schwer zu ertragen. Warum soll man jemandem sowas zumuten, wenn es einen kürzeren und für diesen Menschen angenehmeren Weg gibt?",0,0,76,189,"",,0,0,0,15
318,"2024-05-02 06:16:57.876304",,249,"Aber sollte nicht jeder und jede mit seinem Leben machen können, was er oder sie will? Das klingt immer so, als ob sich dann jeder ohne zu überlegen umbringen würde.",0,0,76,189,"",,0,0,0,15
319,"2024-05-02 06:17:22.976674",,250,"Das ist ein Verbrechen",0,0,76,268,"",,0,0,0,15
320,"2024-05-02 06:18:46.691290",,35,"Wir sollten uns in Zeiten der Krankheit gegenseitig helfen",0,0,125,268,"","2024-05-03 13:04:22.182245",0,0,0,15
321,"2024-05-02 06:18:52.708788",,35,"Ich würde eine Sterbehilfe nur in betracht ziehen, wenn alle medizinischen Möglichkeit ausgeschöpft sind und eine Person nur noch mit Maschinen am Leben erhalten werden kann.",0,0,125,331,"","2024-05-08 10:14:00.739135",0,0,0,15
322,"2024-05-02 06:20:24.470236",,33,"Ich befürworte Sterbehilfe in bestimmten Fällen und es darf niemandem gestattet werden, selbst zu entscheiden, da er bestimmten Kontrollen und Einschränkungen unterliegen muss.",0,0,124,140,"","2024-05-02 07:04:43.918430",0,0,0,15
323,"2024-05-02 06:21:29.656541",,35,"Man sollte zumindest darüber nachdenken, dass man bei sehr schwerkranken Menschen die keine Aussicht auf Heilung haben und die auch sehr wahrscheinlich aufgrund ihrer schweren Erkrankung sterben werden, ob man hier eine  gesetzliche Ausnahme macht, bzw. schafft. Denn was machen Sie mit einem Menschen der ständig nur Schmerzen hat und der sich kaum noch ohne fremde Hilfe selbst bewegen kann und der sich auch selbst kaum noch helfen kann, sondern der immer wieder nur durch künstliche Nahrung oder eben durch technische Hilfe künstlich am Leben  gehalten wird?  Es ist es schwer, aber hier gibt es auch keinen Königsweg. Man muss jedes menschliche Schicksal hier einzeln betrachten und im Endeffekt dann einem schwerkranken Menschen die Möglichkeit geben sich durch aktive Sterbehilfe selbst das Leben zu nehmen, wenn dies gesetzlich erlaubt ist. Natürlich ist das Leben etwas kostbares und auch unbedingt schützenswert, aber was bringt es, wenn man nur noch dahin vegetiert und überhaupt keine Aussicht auf Heilung
 hat?",0,0,125,308,"","2024-05-05 12:39:12.609035",0,0,0,15
324,"2024-05-02 06:21:45.472288",,33,"Ja, es ist zulässig, jedoch im Rahmen bestimmter Einschränkungen und Vorschriften",0,0,124,140,"","2024-05-03 08:09:15.789578",0,0,0,15
325,"2024-05-02 06:27:59.335617",,249,"Warum nicht ? Angenommen die Schmerzen und das Leiden ist unerträglich und der Wunsch ist danach gegeben, da sollte das doch erlaubt werden. Ich denke jeder Mensch sollte über sich selbst entscheiden können.",0,0,76,201,"",,0,0,0,15
326,"2024-05-02 06:34:28.017080",,32,"Ich bin da voll bei dem Teilnehmer ""OLLIE""Sehe das genau so 😉",0,0,124,46,"",,0,0,0,15
327,"2024-05-02 06:35:02.858015",,35,"Es ist total schwierig hier eine eindeutige Entscheidung zu treffen und ich denke es ist von Einzelfall zu Einzelfall zu betrachten. Es gibt sicherlich Fälle, bei denen es Sinn ergeben würde und bei manchen vielleicht nicht. Grundsätzlich bin ich der Meinung, dass es erlaubt sein sollte. Natürlich mit vielen Regeln und Kontrollmechanismen (psychologische Gutachten, Wartezeiten etc), so dass wirklich die Menschen herausgefiltert werden können, die eine aktive Sterbehilfe benötigen (schwer kranke Menschen). So können letztendlich diese Menschen selbst entscheiden , wie und wann sie ihrem Leben ein Ende setzen wollen. Und somit können auch starke Schmerzen vermieden werden. Zusätzlich haben die Angehörigen noch ein schönes ""Bild"" ihres Verstorbenen im Kopf und kein Bild, wie jemand an das Bett gefesselt ist und nichts mehr von der Umgebung mitbekommt.",0,0,125,279,"","2024-05-04 18:42:59.182379",0,0,0,15
328,"2024-05-02 06:39:21.506247",,35,"Ich bin hin und hergerissen. Ich bin für ein selbstbestimmtes Leben und auch Sterben. Problem sind äussere Einflüsse, Gier und Profit.",0,0,125,315,"","2024-05-09 11:07:18.783715",0,0,0,15
329,"2024-05-02 06:45:22.101215",,34,"Ich bin für aktive Sterbehilfe unter bestimmten Voraussetzungen.  Jeder sollte das Recht haben sein Leiden zu beenden,  wenn es keine Heilung mehr gibt.",0,0,125,208,"","2024-05-05 07:23:48.630993",0,0,0,15
330,"2024-05-02 06:48:53.136029",,33,"Ich bin gegen aktive Sterbehilfe und Ärzte, die dazu beitragen, sollten bestraft werden",0,0,124,155,"","2024-05-03 08:08:48.791326",0,0,0,15
331,"2024-05-02 06:54:04.726038",,32,"Ich bin dafür, dass aktive Sterbehilfe gesetzlich in bestimmten Fällen erlaubt wird. Sterbenskranke Menschen, bei denen keine Hoffnung auf Besserung mehr besteht, sollten in Frieden sterben dürfen statt weiter zu leiden. 
Sterbehilfe, weil man in einer - vielleicht nur momentanen Krise steckt (z.B. Tod eines geliebten Menschen) - sollte hingegen weiterhin verboten bleiben.",0,0,124,53,"","2024-05-05 05:34:04.679925",0,0,0,15
332,"2024-05-02 06:57:24.458923",,321,"Dies würde ich untersteichen",0,0,76,296,"",,0,0,0,15
333,"2024-05-02 06:59:55.806896",,35,"Dies ist ein Schwieriges Thema. Grundsätzlich bin ich dafür wenn es keine anderen Lösungen mehr gibt man muss allerdings beachten, dass kein sozialer Druck auf einzelne entsteht. z.B. von der Familie oder Gesellschaft dass man den anderen zur Last fällt.",0,0,125,296,"","2024-05-02 09:14:26.944392",0,0,0,15
334,"2024-05-02 07:02:50.231047",,33,"Wenn es erlaubt ist, einer/einem Sterbewilligen zu assistieren, aus dem Leben zu scheiden, stellt sich die Frage, was man in Fällen tut, in denen der/die Sterbewillige aus gesundheitlichen Gründen nicht mehr in der Lage ist, den Suizid aktiv selbst zu verüben.

Hier sollte man m. E. eine Lösung dadurch ermöglichen, dass eine aktive Sterbehilfe dann zulässig ist, wenn mindestens zwei Mediziner die konkrete Situation unabhängig voneinander in gleicher Weise so bewertet haben, dass, ...

... die/der Sterbewillige aus gesundheitlichen Gründen nicht mehr in der Lage ist, den Suizid selbst zu verüben,

... die/der Sterbewillige trotz ihrer/seiner gesundheitlichen Situation aber im Vollbesitz ihrer/seiner geistigen Kräfte ist,

... die/der Sterbewillige eindeutig den Wunsch zu sterben unmissverständlich zum Ausdruck bringt.",0,0,124,167,"",,0,0,0,15
335,"2024-05-02 07:03:15.770497",,33,"Ich befürworte aktive Sterbehilfe mit Einschränkungen. Ich habe viele Reportagen gesehen, wo Menschen mit unheilbaren Erkrankungen und großen Schmerzen vergeblich um Sterbehilfe gekämpft habe. Wichtig wäre meiner Ansicht nach vorher zu klären, ob es sich um eine unheilbare Krankheit mit Schmerzen handelt. Psychische Erkrankungen wie Depressionen würde ich persönlich von Sterbehilfe ausschließen. Deswegen ""mit Einschränkungen"" in der ersten Zeile.  Auf jeden Fall müsste aber jeden Menschen, der Hilfe braucht, ein aktives Netzwerk zur Verfügung, das den Menschen mit all seinen Sorgen und Fragen und mehr nicht alleine lässt.",0,0,124,111,"","2024-05-03 14:18:37.118595",0,0,0,15
336,"2024-05-02 07:04:43.918430",,322,"Das finde ich auch wichtig, dass Gespräche mit Ärzten/Fachpersonal vorher geführt werden sollte.",0,0,76,111,"",,0,0,0,15
337,"2024-05-02 07:07:16.260029",,35,"Ich unterstütze die Zulassung von Sterbehilfe, aber nur für Menschen mit sehr schweren und unheilbaren Krankheiten.",0,0,125,266,"","2024-05-10 09:55:33.762599",0,0,0,15
338,"2024-05-02 07:09:08.289852",,321,"Ich stimme dieser Meinung auch zu👍🏻",0,0,76,266,"",,0,0,0,15
339,"2024-05-02 07:14:32.283615",,237,"weiß nicht",0,0,76,222,"",,0,0,0,15
340,"2024-05-02 07:15:04.471429",,237,"keine Ahnung",0,0,76,222,"",,0,0,0,15
341,"2024-05-02 07:15:50.813899",,237,"Nein, denn dann wird der Druck der Angehörigen noch größer",0,0,76,222,"",,0,0,0,15
342,"2024-05-02 07:17:21.297043",,237,"weiß nicht",0,0,76,222,"",,0,0,0,15
343,"2024-05-02 07:22:21.698144",,311,"Also findest du langsames Verhungern sinnvoller als eine schnelle, schmerzfreie Möglichkeit das Leid eines Menschen zu beenden?",0,0,76,81,"",,0,0,0,15
344,"2024-05-02 07:24:21.288541",,34,"Ich bin auch eher für aktive Sterbehilfe unter bestimmten Voraussetzungen.  Unheilbar krank, keine Hilfe möglich. Und sollte gut kontrolliert werden",0,0,125,232,"",,0,0,0,15
345,"2024-05-02 07:27:34.096178",,33,"Ich befürworte die aktive Sterbehilfe unter gewissen Voraussetzungen.",0,0,124,170,"","2024-05-03 08:06:43.212313",0,0,0,15
346,"2024-05-02 07:31:27.487570",,35,nein,0,0,125,330,"","2024-05-12 06:51:15.359477",0,0,0,15
347,"2024-05-02 07:32:08.494102",,320,nein,0,0,76,330,"",,0,0,0,15
348,"2024-05-02 07:32:22.522628",,320,nein,0,0,76,330,"",,0,0,0,15
349,"2024-05-02 07:34:03.648758",,33,"Ich bin gegen Begeisterung und Ärzte, die dabei erwischt werden, sollten bestraft werden und das soll gesetzlich vorgeschrieben sein.",0,0,124,131,"","2024-05-03 08:06:28.691460",0,0,0,15
350,"2024-05-02 07:38:33.615657",,33,"Ich bin palliativ Schwester, und was ich schon alles gesehen habe, wo auch mit Schmerzmitteln nur schlecht funktioniert und die Pat sich entscheiden, sich das Leben zu nehmen... Ist nur grausam. Ich bin für aktive sterbehilfe, es muss nur gut durchdacht und organisiert werden!",0,0,124,165,"",,0,0,0,15
351,"2024-05-02 07:41:26.062642",,33,"Wir wollen alle selbstbestimmt leben und eigenständig Entscheidungen treffen. Warum wird uns dann der Tod verwährt? Es ist nur ein weiterer Abschnitt von Leben",0,0,124,165,"","2024-05-03 08:05:23.149160",0,0,0,15
352,"2024-05-02 07:45:47.194107",,32,"Ich finde, dass es zumindest die legale Option geben sollte. Wie oft und bei wem sie eingesetzt wird ist dann nochmal eine andere Frage. Jeder Fall müsste individuell gründlich geprüft werden, aber in bestimmten Situation ist ein frühzeitiger Tod eine große Erleichterung von Schmerz und Leid.",0,0,124,100,"","2024-05-04 06:45:33.588233",0,0,0,15
353,"2024-05-02 07:51:50.795613",,33,"Sie sollte auf jeden Fall erlaubt werden!!!",0,0,124,180,"",,0,0,0,15
354,"2024-05-02 07:52:30.916638",,33,"Ich bin gegen diese Sache und bitte bestrafe die Leute Wer macht das Und ich muss dieses Gesetz haben Weder Ich unterstütze diese Sache",0,0,124,120,"","2024-05-03 17:59:08.741488",0,0,0,15
355,"2024-05-02 07:53:28.259069",,242,"Das ist ein Verbrechen",0,0,76,268,"",,0,0,0,15
356,"2024-05-02 07:53:53.118308",,35,"Das ist ein Verbrechen",0,0,125,268,"","2024-05-09 09:47:37.679900",0,0,0,15
357,"2024-05-02 07:54:21.242381",,32,"Ich bin für die aktive Sterbehilfe. Sterbenskranke Menschen sollten selber entscheiden können, wann sie gehen wollen, ohne den langen Kampf ertragen zu müssen. Bei Tieren ist es für uns selbstverständlich, dass wir ihnen Leid ersparen, wieso also nicht auch bei Menschen.",0,0,124,106,"","2024-05-03 10:20:14.203781",0,0,0,15
358,"2024-05-02 07:56:51.523479",,306,"Aber mit der richtigen psychologischen Betreuung, wäre das doch relativ leicht auszuschließen.",0,0,76,106,"",,0,0,0,15
359,"2024-05-02 08:04:23.756030",,35,"Das ist ein Verbrechen",0,0,125,268,"","2024-05-10 08:54:30.533607",0,0,0,15
